recv_time,con_type,gid,Fno,map_ver,Mcd,drm_mc,drm_cn1,drm_cn2,drm_rn,aprc_time,leav_time,jam,tt,drm_speed,drm_rl,next_mc,next_cn1,next_cn2,next_rn,Pattern,blink_info
2017-05-19 00:08:08.000,1,a12b2aaba428a128,1,FFFFFF,0,533935,1656,5699,2423,2017-05-19 00:00:32.900,2017-05-19 00:00:57.000,12,24.1,5.2,35,533935,3147,5704,4195,4,27,85509136,51,0,27,85509188,8,0
2017-05-19 00:08:08.000,1,a12b2aaba428a128,1,FFFFFF,0,533935,3147,5704,4195,2017-05-19 00:00:57.000,2017-05-19 00:02:42.000,12,105.0,3.6,104,0,0,0,0,11,27,85512810,16,1
2017-05-19 00:08:08.000,1,a12b2aaba428a128,1,FFFFFF,0,533935,3147,1656,-2422,2017-05-19 00:02:56.000,2017-05-19 00:03:17.000,2,21.0,10.8,63,533935,5699,1656,-2423,1,27,85512783,17,1
2017-05-19 00:08:08.000,1,a12b2aaba428a128,1,FFFFFF,0,533935,1607,1606,-2354,2017-05-19 00:03:38.000,2017-05-19 00:03:39.500,12,1.5,43.2,18,533935,1606,1615,2355,22,27,85509119,16,1
2017-05-19 00:08:08.000,1,a12b2aaba428a128,1,FFFFFF,0,533935,1606,1615,2355,2017-05-19 00:03:39.500,2017-05-19 00:03:43.500,12,4.0,45.9,51,533935,1615,1616,2369,22,27,85509119,16,1
2017-05-19 00:08:08.000,1,a12b2aaba428a128,1,FFFFFF,0,533935,1615,1616,2369,2017-05-19 00:03:43.500,2017-05-19 00:03:44.000,12,.5,50.4,7,0,0,0,0,22,27,85509119,16,1
2017-05-19 00:08:08.000,1,a12b2aaba428a128,1,FFFFFF,0,533935,1629,1672,2383,2017-05-19 00:05:33.000,2017-05-19 00:05:41.000,12,8.0,47.3,105,0,0,0,0,11,27,85503526,25,0
2017-05-19 00:16:03.000,1,a12b2aaba428a128,1,FFFFFF,0,533935,1672,1739,2445,2017-05-19 00:05:45.000,2017-05-19 00:06:08.300,12,23.3,61.3,397,533935,1739,1778,2541,14,27,85503552,94,0,27,85503647,110,0,27,85503758,17,0,27,85503776,16,0
2017-05-19 00:16:03.000,1,a12b2aaba428a128,1,FFFFFF,0,533935,1739,1778,2541,2017-05-19 00:06:08.300,2017-05-19 00:06:28.100,12,19.8,36.2,199,533935,1778,1801,2606,14,27,85503552,94,0,27,85503647,110,0,27,85503758,17,0,27,85503776,16,0
2017-05-19 00:16:03.000,1,a12b2aaba428a128,1,FFFFFF,0,533935,1778,1801,2606,2017-05-19 00:06:28.100,2017-05-19 00:06:41.100,12,13.0,41.0,148,533935,1801,1809,2644,14,27,85503552,94,0,27,85503647,110,0,27,85503758,17,0,27,85503776,16,0
2017-05-19 00:16:03.000,1,a12b2aaba428a128,1,FFFFFF,0,533935,1801,1809,2644,2017-05-19 00:06:41.100,2017-05-19 00:06:41.200,12,.1,864.0,24,533935,1809,1847,2660,14,27,85503552,94,0,27,85503647,110,0,27,85503758,17,0,27,85503776,16,0
2017-05-19 00:16:03.000,1,a12b2aaba428a128,1,FFFFFF,0,533935,1809,1847,2660,2017-05-19 00:06:41.200,2017-05-19 00:07:38.600,12,57.4,8.0,127,533935,1847,1865,2727,14,27,85503552,94,0,27,85503647,110,0,27,85503758,17,0,27,85503776,16,0
2017-05-19 00:16:03.000,1,a12b2aaba428a128,1,FFFFFF,0,533935,1847,1865,2727,2017-05-19 00:07:38.600,2017-05-19 00:07:41.600,12,3.0,103.2,86,533935,1865,1888,2747,14,27,85503552,94,0,27,85503647,110,0,27,85503758,17,0,27,85503776,16,0
2017-05-19 00:16:03.000,1,a12b2aaba428a128,1,FFFFFF,0,533935,1865,1888,2747,2017-05-19 00:07:41.600,2017-05-19 00:08:54.000,12,72.4,3.8,76,0,0,0,0,14,27,85503552,94,0,27,85503647,110,0,27,85503758,17,0,27,85503776,16,0
2017-05-19 00:24:07.000,1,a12b2aaba428a128,1,FFFFFF,0,533935,4698,5998,5694,2017-05-19 00:17:40.000,2017-05-19 00:17:43.000,12,3.0,50.4,42,533935,4698,4697,-5693,3,27,85495584,8,0,27,85495593,8,0
2017-05-19 00:24:07.000,1,a12b2aaba428a128,1,FFFFFF,0,533935,4698,4697,-5693,2017-05-19 00:17:43.000,2017-05-19 00:17:52.100,12,9.1,6.7,17,533935,4697,4692,-5688,4,27,85489330,25,1,27,85489313,16,1,27,85489244,68,1
2017-05-19 00:24:07.000,1,a12b2aaba428a128,1,FFFFFF,0,533935,4697,4692,-5688,2017-05-19 00:17:52.100,2017-05-19 00:19:05.000,12,72.9,21.5,435,533935,4692,4694,5687,4,27,85489330,25,1,27,85489313,16,1,27,85489244,68,1
2017-05-19 00:24:07.000,1,a12b2aaba428a128,1,FFFFFF,0,533935,4692,4694,5687,2017-05-19 00:19:06.000,2017-05-19 00:19:14.800,12,8.8,59.7,146,533935,4694,4683,-5673,22,27,85489182,61,1
2017-05-19 00:24:07.000,1,a12b2aaba428a128,1,FFFFFF,0,533935,4694,4683,-5673,2017-05-19 00:19:14.800,2017-05-19 00:19:22.000,12,7.2,60.0,120,0,0,0,0,22,27,85489182,61,1
2017-05-19 00:24:07.000,1,a12b2aaba428a128,1,FFFFFF,0,533935,4683,4681,-5671,2017-05-19 00:19:47.000,2017-05-19 00:19:49.000,2,2.0,50.4,28,533935,4681,4676,-5666,1,27,85489101,17,1
2017-05-19 00:24:07.000,1,a12b2aaba428a128,1,FFFFFF,0,533935,4685,1480,-2193,2017-05-19 00:21:32.000,2017-05-19 00:21:47.000,2,15.0,32.9,137,533935,1480,1450,-2154,1,27,85404334,33,0
2017-05-19 00:24:07.000,1,a12b2aaba428a128,1,FFFFFF,0,533935,1480,1450,-2154,2017-05-19 00:21:47.000,2017-05-19 00:22:04.000,12,17.0,33.5,158,0,0,0,0,11,27,85404368,43,0
2017-05-19 19:56:31.000,1,a12b2aaba428a128,1,FFFFFF,0,533935,1383,1297,-1939,2017-05-19 19:50:36.000,2017-05-19 19:50:58.300,12,22.3,13.1,81,533935,1297,2680,1940,2,27,85404516,42,1
2017-05-19 19:56:31.000,1,a12b2aaba428a128,1,FFFFFF,0,533935,1297,2680,1940,2017-05-19 19:50:58.300,2017-05-19 19:51:10.800,12,12.5,13.2,46,533935,2680,1228,-1829,2,27,85404516,42,1
2017-05-19 19:56:31.000,1,a12b2aaba428a128,1,FFFFFF,0,533935,2680,1228,-1829,2017-05-19 19:51:10.800,2017-05-19 19:51:19.000,12,8.2,12.7,29,533935,1388,2675,2077,2,27,85404516,42,1
2017-05-19 19:56:31.000,1,a12b2aaba428a128,1,FFFFFF,0,533935,1388,2675,2077,2017-05-19 19:51:20.000,2017-05-19 19:51:37.600,12,17.6,19.4,95,533935,2675,2670,-3761,2,27,85486046,58,0
2017-05-19 19:56:31.000,1,a12b2aaba428a128,1,FFFFFF,0,533935,2675,2670,-3761,2017-05-19 19:51:37.600,2017-05-19 19:51:57.200,12,19.6,19.3,105,533935,2670,1383,-2071,2,27,85486046,58,0
2017-05-19 19:56:31.000,1,a12b2aaba428a128,1,FFFFFF,0,533935,2670,1383,-2071,2017-05-19 19:51:57.200,2017-05-19 19:52:09.000,12,11.8,19.5,64,533935,1413,1388,-2075,2,27,85486046,58,0
2017-05-19 19:56:31.000,1,a12b2aaba428a128,1,FFFFFF,0,533935,1413,1388,-2075,2017-05-19 19:52:09.000,2017-05-19 19:53:11.000,2,62.0,14.2,245,533935,1413,1349,-2019,1,27,85486105,67,0
2017-05-19 19:56:31.000,1,a12b2aaba428a128,1,FFFFFF,0,533935,1413,1349,-2019,2017-05-19 19:53:11.000,2017-05-19 19:53:40.000,2,29.0,37.9,305,533935,1349,1366,2018,1,27,85499413,85,0
2017-05-19 19:56:31.000,1,a12b2aaba428a128,1,FFFFFF,0,533935,1349,1366,2018,2017-05-19 19:53:41.000,2017-05-19 19:54:10.700,12,29.7,22.1,182,533935,1366,5520,2041,2,27,85499091,85,1
2017-05-19 19:56:31.000,1,a12b2aaba428a128,1,FFFFFF,0,533935,1366,5520,2041,2017-05-19 19:54:10.700,2017-05-19 19:54:34.000,12,23.3,22.2,144,533935,5520,3839,-4932,2,27,85499091,85,1
2017-05-19 19:56:31.000,1,a12b2aaba428a128,1,FFFFFF,0,533935,5520,3839,-4932,2017-05-19 19:54:35.000,2017-05-19 19:54:37.000,2,2.0,36.0,20,533935,3843,3867,4936,1,27,85493879,8,1
2017-05-19 19:56:31.000,1,a12b2aaba428a128,1,FFFFFF,0,533935,3843,3867,4936,2017-05-19 19:54:37.000,2017-05-19 19:54:44.000,2,7.0,70.5,137,533935,3868,1438,-2138,1,27,84888644,61,1
2017-05-19 19:56:31.000,1,a12b2aaba428a128,1,FFFFFF,0,533935,3868,1438,-2138,2017-05-19 19:54:45.000,2017-05-19 19:55:00.100,12,15.1,54.8,230,533935,1438,3908,2139,12,27,84888562,81,1
2017-05-19 19:56:31.000,1,a12b2aaba428a128,1,FFFFFF,0,533935,1438,3908,2139,2017-05-19 19:55:00.100,2017-05-19 19:55:13.000,12,12.9,54.1,194,0,0,0,0,12,27,84888562,81,1
2017-05-19 20:04:34.000,1,a12b2aaba428a128,1,FFFFFF,0,533935,3917,4683,4978,2017-05-19 19:55:19.000,2017-05-19 19:55:26.400,12,7.4,66.2,136,533935,4683,3975,-5011,4,27,84888537,24,1,27,84888496,40,1
2017-05-19 20:04:34.000,1,a12b2aaba428a128,1,FFFFFF,0,533935,4683,3975,-5011,2017-05-19 19:55:26.400,2017-05-19 19:55:42.000,12,15.6,47.3,205,533935,4016,4002,-5028,4,27,84888537,24,1,27,84888496,40,1
2017-05-19 20:04:34.000,1,a12b2aaba428a128,1,FFFFFF,0,533935,4016,4002,-5028,2017-05-19 19:55:43.000,2017-05-19 19:55:48.600,12,5.6,46.3,72,533935,4002,3990,-5013,2,27,84888406,89,1
2017-05-19 20:04:34.000,1,a12b2aaba428a128,1,FFFFFF,0,533935,4002,3990,-5013,2017-05-19 19:55:48.600,2017-05-19 19:55:52.700,12,4.1,46.5,53,533935,3990,3975,-5010,2,27,84888406,89,1
2017-05-19 20:04:34.000,1,a12b2aaba428a128,1,FFFFFF,0,533935,3990,3975,-5010,2017-05-19 19:55:52.700,2017-05-19 19:56:02.000,12,9.3,47.2,122,533935,4047,4016,-5033,2,27,84888406,89,1
2017-05-19 20:04:34.000,1,a12b2aaba428a128,1,FFFFFF,0,533935,4047,4016,-5033,2017-05-19 19:56:03.000,2017-05-19 19:56:15.000,2,12.0,54.6,182,533935,4014,4046,5032,1,27,84888353,52,1
2017-05-19 20:04:34.000,1,a12b2aaba428a128,1,FFFFFF,0,533935,4014,4046,5032,2017-05-19 19:56:15.000,2017-05-19 19:56:21.600,12,6.6,55.6,102,533935,4046,4052,5042,2,27,84888311,41,1
2017-05-19 20:04:34.000,1,a12b2aaba428a128,1,FFFFFF,0,533935,4046,4052,5042,2017-05-19 19:56:21.600,2017-05-19 19:56:26.000,12,4.4,56.5,69,533935,1755,4062,2572,2,27,84888311,41,1
2017-05-19 20:04:34.000,1,a12b2aaba428a128,1,FFFFFF,0,533935,1755,4062,2572,2017-05-19 19:56:27.000,2017-05-19 19:56:40.000,12,13.0,29.4,106,0,0,0,0,21,27,84888286,24,1
2017-05-19 20:04:34.000,1,a12b2aaba428a128,1,FFFFFF,0,533935,4089,4063,-5060,2017-05-19 19:57:06.000,2017-05-19 19:58:19.000,2,73.0,19.5,396,533935,4104,4089,-5089,1,27,84888171,17,1
2017-05-19 20:04:34.000,1,a12b2aaba428a128,1,FFFFFF,0,533935,4104,4089,-5089,2017-05-19 19:58:19.000,2017-05-19 19:58:25.000,12,6.0,47.4,79,0,0,0,0,11,27,84888145,25,1
2017-05-19 20:04:34.000,1,a12b2aaba428a128,1,FFFFFF,0,533935,4167,4142,-5120,2017-05-19 19:58:40.000,2017-05-19 19:58:57.700,12,17.7,54.5,268,533935,4142,4129,-5115,22,27,84888035,48,1
2017-05-19 20:04:34.000,1,a12b2aaba428a128,1,FFFFFF,0,533935,4142,4129,-5115,2017-05-19 19:58:57.700,2017-05-19 19:58:59.000,12,1.3,52.6,19,0,0,0,0,22,27,84888035,48,1
2017-05-19 20:04:34.000,1,a12b2aaba428a128,1,FFFFFF,0,533935,5035,4169,-5152,2017-05-19 19:59:03.000,2017-05-19 19:59:27.100,12,24.1,18.8,126,533935,4169,4767,5151,2,27,85553525,241,1
2017-05-19 20:04:34.000,1,a12b2aaba428a128,1,FFFFFF,0,533935,4169,4767,5151,2017-05-19 19:59:27.100,2017-05-19 19:59:37.500,12,10.4,19.0,55,533935,4767,6003,5774,2,27,85553525,241,1
2017-05-19 20:04:34.000,1,a12b2aaba428a128,1,FFFFFF,0,533935,4767,6003,5774,2017-05-19 19:59:37.500,2017-05-19 20:01:32.300,12,114.8,18.7,596,533935,6003,4780,-5793,2,27,85553525,241,1
2017-05-19 20:04:34.000,1,a12b2aaba428a128,1,FFFFFF,0,533935,6003,4780,-5793,2017-05-19 20:01:32.300,2017-05-19 20:02:20.000,12,47.7,18.7,248,533935,2691,4274,3776,2,27,85553525,241,1
2017-05-19 20:12:40.000,1,a12b2aaba428a128,1,FFFFFF,0,533935,5716,4473,-5447,2017-05-19 20:06:08.000,2017-05-19 20:06:21.600,12,13.6,40.2,152,533935,4473,4472,-5446,22,27,85555762,84,0
2017-05-19 20:12:40.000,1,a12b2aaba428a128,1,FFFFFF,0,533935,4473,4472,-5446,2017-05-19 20:06:21.600,2017-05-19 20:06:42.000,12,20.4,40.4,229,0,0,0,0,22,27,85555762,84,0
2017-05-19 20:20:38.000,1,a12b2aaba428a128,1,FFFFFF,0,533935,4284,5005,5279,2017-05-19 20:10:44.000,2017-05-19 20:10:57.700,12,13.7,36.8,140,533935,5005,4462,-5428,22,27,85570267,50,0
2017-05-19 20:20:38.000,1,a12b2aaba428a128,1,FFFFFF,0,533935,5005,4462,-5428,2017-05-19 20:10:57.700,2017-05-19 20:11:04.700,12,7.0,37.0,72,533935,4462,4457,-5421,22,27,85570267,50,0
2017-05-19 20:20:38.000,1,a12b2aaba428a128,1,FFFFFF,0,533935,4462,4457,-5421,2017-05-19 20:11:04.700,2017-05-19 20:11:07.000,12,2.3,36.0,23,0,0,0,0,22,27,85570267,50,0
2017-05-19 20:20:38.000,1,a12b2aaba428a128,1,FFFFFF,0,533945,4046,4239,4537,2017-05-19 20:14:55.000,2017-05-19 20:14:56.000,12,1.0,54.0,15,533945,4239,417,-490,22,27,85531284,17,0
2017-05-19 20:20:38.000,1,a12b2aaba428a128,1,FFFFFF,0,533945,4239,417,-490,2017-05-19 20:14:56.000,2017-05-19 20:14:59.000,12,3.0,50.4,42,0,0,0,0,22,27,85531284,17,0
2017-05-19 20:20:38.000,1,a12b2aaba428a128,1,FFFFFF,0,533945,419,2894,495,2017-05-19 20:15:09.000,2017-05-19 20:15:11.000,12,2.0,70.2,39,0,0,0,0,11,27,85531346,8,0
2017-05-19 21:40:45.000,1,a12b2aaba428a128,1,FFFFFF,0,533945,3236,3235,-3948,2017-05-19 21:33:38.000,2017-05-19 21:33:40.100,12,2.1,32.6,19,533945,3235,503,-602,2,27,86365542,16,1
2017-05-19 21:40:45.000,1,a12b2aaba428a128,1,FFFFFF,0,533945,3235,503,-602,2017-05-19 21:33:40.100,2017-05-19 21:33:47.000,12,6.9,32.9,63,533945,503,4260,603,2,27,86365542,16,1
2017-05-19 21:40:45.000,1,a12b2aaba428a128,1,FFFFFF,0,533945,503,4260,603,2017-05-19 21:33:47.000,2017-05-19 21:34:06.000,12,19.0,22.5,119,0,0,0,0,11,27,86365517,24,1
2017-05-19 21:48:43.000,1,a12b2aaba428a128,1,FFFFFF,0,533945,5986,4045,-4536,2017-05-19 21:37:18.000,2017-05-19 21:37:23.000,12,5.0,24.5,34,0,0,0,0,11,27,85533528,17,0
2017-05-19 21:56:48.000,1,a12b2aaba428a128,1,FFFFFF,0,533935,4469,4471,5441,2017-05-19 21:47:24.000,2017-05-19 21:48:15.800,12,51.8,16.1,232,533935,4471,5721,5445,22,27,85555762,84,1
2017-05-19 21:56:48.000,1,a12b2aaba428a128,1,FFFFFF,0,533935,4471,5721,5445,2017-05-19 21:48:15.800,2017-05-19 21:48:49.000,12,33.2,16.2,149,0,0,0,0,22,27,85555762,84,1
2017-05-19 00:00:00.000,1,a9b32aa113132128,2,FFFFFF,0,533627,267,269,349,2017-05-18 23:51:40.000,2017-05-18 23:51:47.400,12,7.4,73.5,151,533627,269,272,353,2,26,24587870,137,0
2017-05-19 00:00:00.000,1,a9b32aa113132128,2,FFFFFF,0,533627,269,272,353,2017-05-18 23:51:47.400,2017-05-18 23:52:19.000,12,31.6,73.9,649,533627,99,272,127,2,26,24587870,137,0
2017-05-19 00:00:00.000,1,a9b32aa113132128,2,FFFFFF,0,533627,99,272,127,2017-05-18 23:52:20.000,2017-05-18 23:53:05.000,12,45.0,95.4,1193,533617,488,753,720,3,26,23573129,161,1,26,23573096,32,1
2017-05-19 00:00:00.000,1,a9b32aa113132128,2,FFFFFF,0,533617,488,753,720,2017-05-18 23:53:05.000,2017-05-18 23:53:33.700,12,28.7,103.0,821,533617,753,188,-334,4,26,23573063,32,1,26,23572866,196,1
2017-05-19 00:00:00.000,1,a9b32aa113132128,2,FFFFFF,0,533617,753,188,-334,2017-05-18 23:53:33.700,2017-05-18 23:53:46.000,12,12.3,103.3,353,533617,486,488,718,4,26,23573063,32,1,26,23572866,196,1
2017-05-19 00:00:00.000,1,a9b32aa113132128,2,FFFFFF,0,533617,486,488,718,2017-05-18 23:53:47.000,2017-05-18 23:54:12.000,2,25.0,83.7,581,533617,93,486,153,1,26,23572760,105,1
2017-05-19 00:00:00.000,1,a9b32aa113132128,2,FFFFFF,0,533617,93,486,153,2017-05-18 23:54:12.000,2017-05-18 23:55:27.000,2,75.0,98.8,2058,533617,93,84,-137,1,26,23572409,350,1
2017-05-19 00:00:00.000,1,a9b32aa113132128,2,FFFFFF,0,533617,93,84,-137,2017-05-18 23:55:28.000,2017-05-18 23:56:05.000,2,37.0,58.5,601,533617,84,85,136,1,26,24389515,104,1
2017-05-19 00:00:00.000,1,a9b32aa113132128,2,FFFFFF,0,533617,85,740,139,2017-05-18 23:56:14.000,2017-05-18 23:56:43.000,2,29.0,56.7,457,533617,739,747,958,1,26,24388790,83,0
2017-05-19 00:00:00.000,1,a9b32aa113132128,2,FFFFFF,0,533617,739,427,-654,2017-05-18 23:56:46.000,2017-05-18 23:56:51.500,12,5.5,110.0,168,533617,427,426,-652,2,26,24337831,74,1
2017-05-19 00:00:00.000,1,a9b32aa113132128,2,FFFFFF,0,533617,427,426,-652,2017-05-18 23:56:51.500,2017-05-18 23:56:58.000,12,6.5,109.7,198,533617,426,82,-134,2,26,24337831,74,1
2017-05-19 00:00:00.000,1,a9b32aa113132128,2,FFFFFF,0,533616,1141,1140,-1347,2017-05-18 23:58:09.000,2017-05-18 23:58:34.000,12,25.0,69.7,484,533616,1140,189,-304,12,26,24337386,169,1
2017-05-19 00:00:00.000,1,a9b32aa113132128,2,FFFFFF,0,533616,1140,189,-304,2017-05-18 23:58:34.000,2017-05-18 23:58:48.000,12,14.0,68.7,267,0,0,0,0,12,26,24337386,169,1
2017-05-19 09:34:01.000,1,a9b32aa113132128,2,FFFFFF,0,533616,1122,1121,-1331,2017-05-19 09:30:21.000,2017-05-19 09:30:23.700,14,2.7,18.7,14,533616,1121,37,-47,14,26,24258576,42,1,26,24258542,33,1,26,24258498,43,1
2017-05-19 09:34:01.000,1,a9b32aa113132128,2,FFFFFF,0,533616,1121,37,-47,2017-05-19 09:30:23.700,2017-05-19 09:31:00.200,12,36.5,18.0,182,533616,37,34,-39,14,26,24258576,42,1,26,24258542,33,1,26,24258498,43,1
2017-05-19 09:34:01.000,1,a9b32aa113132128,2,FFFFFF,0,533616,37,34,-39,2017-05-19 09:31:00.200,2017-05-19 09:31:18.800,12,18.6,21.5,111,533616,34,325,42,14,26,24258576,42,1,26,24258542,33,1,26,24258498,43,1
2017-05-19 09:34:01.000,1,a9b32aa113132128,2,FFFFFF,0,533616,34,325,42,2017-05-19 09:31:18.800,2017-05-19 09:32:40.000,12,81.2,8.0,180,0,0,0,0,14,26,24258576,42,1,26,24258542,33,1,26,24258498,43,1
2017-05-19 00:00:00.000,1,285a6aa114261128,2,FFFFFF,0,533946,4287,4221,-6276,2017-05-18 23:41:03.000,2017-05-18 23:41:09.000,2,6.0,64.2,107,533946,4221,4186,-6229,1,27,86706174,35,0
2017-05-19 00:00:00.000,1,285a6aa114261128,2,FFFFFF,0,533946,4221,4186,-6229,2017-05-18 23:41:10.000,2017-05-18 23:41:22.500,12,12.5,19.6,68,533946,4186,4144,-6164,2,27,86706210,116,0
2017-05-19 00:00:00.000,1,285a6aa114261128,2,FFFFFF,0,533946,4186,4144,-6164,2017-05-18 23:41:22.500,2017-05-18 23:41:38.600,12,16.1,19.7,88,533946,4144,4098,-6091,2,27,86706210,116,0
2017-05-19 00:00:00.000,1,285a6aa114261128,2,FFFFFF,0,533946,4144,4098,-6091,2017-05-18 23:41:38.600,2017-05-18 23:42:02.000,12,23.4,20.0,130,533946,4098,5789,6092,2,27,86706210,116,0
2017-05-19 00:00:00.000,1,285a6aa114261128,2,FFFFFF,0,533946,4098,5789,6092,2017-05-18 23:42:02.000,2017-05-18 23:42:18.400,12,16.4,39.1,178,533946,5789,4095,-6087,22,27,86706094,70,0
2017-05-19 00:00:00.000,1,285a6aa114261128,2,FFFFFF,0,533946,5789,4095,-6087,2017-05-18 23:42:18.400,2017-05-18 23:42:23.000,12,4.6,39.9,51,0,0,0,0,22,27,86706094,70,0
2017-05-19 00:00:00.000,1,285a6aa114261128,2,FFFFFF,0,533956,4637,4627,-6702,2017-05-18 23:50:38.000,2017-05-18 23:51:16.000,2,38.0,44.9,474,533956,342,4637,519,1,27,86750991,80,0
2017-05-19 00:00:00.000,1,285a6aa114261128,2,FFFFFF,0,533956,342,4637,519,2017-05-18 23:51:17.000,2017-05-18 23:52:04.000,12,47.0,18.4,240,0,0,0,0,11,27,87713458,49,1
2017-05-19 00:00:00.000,1,285a6aa114261128,2,FFFFFF,0,533956,339,268,-399,2017-05-18 23:53:54.000,2017-05-18 23:54:09.000,12,15.0,88.6,369,0,0,0,0,21,27,87714134,56,1
2017-05-19 00:00:00.000,1,285a6aa114261128,2,FFFFFF,0,533946,8860,8858,-10027,2017-05-18 23:55:12.000,2017-05-18 23:55:15.000,12,3.0,90.0,75,533946,8858,5251,-7897,2,27,85758468,24,1
2017-05-19 00:00:00.000,1,285a6aa114261128,2,FFFFFF,0,533946,8858,5251,-7897,2017-05-18 23:55:15.000,2017-05-18 23:55:18.000,12,3.0,88.8,74,533946,5251,8836,7896,2,27,85758468,24,1
2017-05-19 00:00:00.000,1,285a6aa114261128,2,FFFFFF,0,533946,5251,8836,7896,2017-05-18 23:55:18.000,2017-05-18 23:55:23.000,2,5.0,81.4,113,533946,110552,5008,-7470,1,27,85758443,24,1
2017-05-19 00:00:00.000,1,285a6aa114261128,2,FFFFFF,0,533946,110552,5008,-7470,2017-05-18 23:55:23.000,2017-05-18 23:55:42.000,2,19.0,98.3,519,533946,5008,110464,7469,1,27,85758354,88,1
2017-05-19 00:00:00.000,1,285a6aa114261128,2,FFFFFF,0,533946,5008,110464,7469,2017-05-18 23:55:42.000,2017-05-18 23:55:47.700,12,5.7,106.7,169,533946,110464,4929,-7349,2,27,85758289,64,1
2017-05-19 00:00:00.000,1,285a6aa114261128,2,FFFFFF,0,533946,110464,4929,-7349,2017-05-18 23:55:47.700,2017-05-18 23:55:55.000,12,7.3,104.5,212,533946,4929,110621,7350,2,27,85758289,64,1
2017-05-19 00:00:00.000,1,285a6aa114261128,2,FFFFFF,0,533946,4929,110621,7350,2017-05-18 23:55:55.000,2017-05-18 23:56:17.000,2,22.0,96.9,592,533946,110621,4682,-6972,1,27,85758184,104,1
2017-05-19 00:00:00.000,1,285a6aa114261128,2,FFFFFF,0,533946,110621,4682,-6972,2017-05-18 23:56:17.000,2017-05-18 23:56:19.100,12,2.1,106.3,62,533946,4682,8584,6971,2,27,85757966,217,1
2017-05-19 00:00:00.000,1,285a6aa114261128,2,FFFFFF,0,533946,4682,8584,6971,2017-05-18 23:56:19.100,2017-05-18 23:56:37.200,12,18.1,107.8,542,533946,8584,4365,-6486,2,27,85757966,217,1
2017-05-19 00:00:00.000,1,285a6aa114261128,2,FFFFFF,0,533946,8584,4365,-6486,2017-05-18 23:56:37.200,2017-05-18 23:56:55.300,12,18.1,109.6,551,533946,4365,110656,6487,2,27,85757966,217,1
2017-05-19 00:00:00.000,1,285a6aa114261128,2,FFFFFF,0,533946,4365,110656,6487,2017-05-18 23:56:55.300,2017-05-18 23:57:00.000,12,4.7,112.6,147,533946,6039,110656,8555,2,27,85757966,217,1
